Violation_ID,Violation_Date,Violation_Time,City,Area,Vehicle_Type,Violation_Type,Fine_Amount,Payment_Status,Payment_Date,Camera_Type,Repeat_Offender,Challan_Source,Weather_Condition
CHL2024_000177,2024-03-10,15:55,Delhi,Rohini,Auto,No Seatbelt,749,Unpaid,,CCTV Camera,No,Automated Camera,Rainy
CHL2024_000178,2024-05-21,22:16,Pune,Hadapsar,Car,No Helmet,688,Unpaid,,Speed Camera,No,Automated Camera,Rainy
CHL2024_000179,2024-12-16,21:32,Surat,Piplod,Bike,No Helmet,688,Paid,2024-12-21,CCTV Camera,No,Automated Camera,Clear
CHL2024_000180,2024-08-30,20:47,Mumbai,Goregaon,Bus,Signal Jumping,1019,Paid,2024-09-07,CCTV Camera,No,Automated Camera,Clear
CHL2024_000181,2024-07-25,05:47,Bengaluru,Yelahanka,Car,Signal Jumping,1611,Unpaid,,CCTV Camera,No,Automated Camera,Rainy
CHL2024_000182,2024-12-27,07:47,Indore,Palasia,Truck,No Helmet,861,Unpaid,,Traffic Police Handheld,Yes,Automated Camera,Clear
CHL2024_000183,2024-02-09,18:51,Mumbai,Andheri,Car,No Helmet,825,Paid,2024-02-24,Speed Camera,Yes,Automated Camera,Foggy
CHL2024_000184,2024-12-28,01:09,Ahmedabad,Vastrapur,Car,No Helmet,951,Paid,2024-12-29,Speed Camera,No,On-ground Police,Rainy
CHL2024_000185,2024-06-19,09:07,Hyderabad,LB Nagar,Car,No Helmet,665,Paid,2024-06-29,CCTV Camera,Yes,On-ground Police,Rainy
CHL2024_000186,2024-07-15,19:02,Indore,Rajwada,Bike,Wrong Parking,1458,Unpaid,,CCTV Camera,No,On-ground Police,Foggy
CHL2024_000187,2024-12-21,08:57,Hyderabad,Hitech City,Bike,Wrong Parking,737,Unpaid,,Speed Camera,Yes,On-ground Police,Rainy
CHL2024_000188,2024-05-06,10:38,Chennai,Anna Nagar,Car,Driving on Wrong Side,1693,Unpaid,,Speed Camera,No,On-ground Police,Foggy
CHL2024_000189,2024-06-02,11:50,Hyderabad,Kukatpally,Bike,Driving on Wrong Side,1873,Paid,2024-06-08,CCTV Camera,No,Automated Camera,Rainy
CHL2024_000190,2024-06-03,05:20,Mumbai,Dadar,Bus,No Seatbelt,514,Paid,2024-06-13,Traffic Police Handheld,Yes,On-ground Police,Foggy
CHL2024_000191,2024-05-03,10:55,Delhi,Pitampura,Auto,Driving on Wrong Side,1704,Paid,2024-05-03,Traffic Police Handheld,Yes,On-ground Police,Rainy
CHL2024_000192,2024-03-13,18:52,Chennai,Mylapore,Bike,Over Speeding,2081,Paid,2024-03-18,CCTV Camera,No,On-ground Police,Foggy
CHL2024_000193,2024-09-05,08:54,Chennai,Porur,Car,No Seatbelt,608,Paid,2024-09-19,Speed Camera,Yes,Automated Camera,Clear
CHL2024_000194,2024-08-18,21:13,Nagpur,Mankapur,Auto,Wrong Parking,811,Paid,2024-08-31,CCTV Camera,Yes,On-ground Police,Clear
CHL2024_000195,2024-11-05,09:25,Delhi,Janakpuri,Truck,Signal Jumping,1135,Paid,2024-11-10,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_000196,2024-01-01,18:58,Delhi,Rohini,Bus,No Helmet,609,Paid,2024-01-11,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_000197,2024-02-17,08:29,Indore,Vijay Nagar,Bike,No Seatbelt,744,Unpaid,,CCTV Camera,No,Automated Camera,Clear
CHL2024_000198,2024-12-03,19:10,Pune,Aundh,Auto,No Seatbelt,690,Unpaid,,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_000199,2024-10-31,00:24,Chennai,T Nagar,Auto,Driving on Wrong Side,1373,Paid,2024-11-01,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_000200,2024-07-19,10:42,Pune,Katraj,Bike,No Helmet,625,Paid,2024-07-29,CCTV Camera,No,On-ground Police,Foggy
CHL2024_000201,2024-03-05,19:05,Surat,Vesu,Auto,Signal Jumping,1273,Paid,2024-03-12,Traffic Police Handheld,Yes,On-ground Police,Foggy
CHL2024_000202,2024-08-09,03:36,Chennai,Guindy,Bike,No Seatbelt,751,Paid,2024-08-24,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_000203,2024-09-11,18:34,Delhi,Dwarka,Bike,Signal Jumping,1015,Paid,2024-09-17,CCTV Camera,No,On-ground Police,Rainy
CHL2024_000204,2024-02-02,21:22,Mumbai,Andheri,Bike,No Seatbelt,597,Paid,2024-02-12,Speed Camera,Yes,Automated Camera,Foggy
CHL2024_000205,2024-08-25,10:58,Chennai,Guindy,Bike,Over Speeding,2740,Paid,2024-08-27,CCTV Camera,No,Automated Camera,Rainy
CHL2024_000206,2024-08-31,19:07,Indore,Vijay Nagar,Car,Driving on Wrong Side,1695,Paid,2024-09-05,CCTV Camera,No,On-ground Police,Clear
CHL2024_000207,2024-03-09,07:13,Chennai,Porur,Car,Over Speeding,2336,Unpaid,,Speed Camera,No,On-ground Police,Rainy
CHL2024_000208,2024-01-25,09:14,Hyderabad,Gachibowli,Truck,No Seatbelt,722,Unpaid,,CCTV Camera,No,On-ground Police,Clear
CHL2024_000209,2024-12-13,21:52,Chennai,Guindy,Car,Wrong Parking,833,Paid,2024-12-22,CCTV Camera,No,Automated Camera,Foggy
CHL2024_000210,2024-07-04,21:27,Surat,Piplod,Bus,No Seatbelt,773,Paid,2024-07-04,CCTV Camera,No,On-ground Police,Clear
CHL2024_000211,2024-08-08,15:25,Indore,MR10,Bike,No Seatbelt,651,Paid,2024-08-16,Traffic Police Handheld,Yes,On-ground Police,Rainy
CHL2024_000212,2024-07-13,16:19,Indore,Rajwada,Bike,No Helmet,505,Unpaid,,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_000213,2024-11-13,10:27,Delhi,Dwarka,Bike,Signal Jumping,1952,Paid,2024-11-28,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_000214,2024-11-02,18:48,Delhi,Pitampura,Bike,Driving on Wrong Side,1000,Paid,2024-11-03,CCTV Camera,No,On-ground Police,Rainy
CHL2024_000215,2024-05-25,09:12,Surat,Katargam,Bus,Wrong Parking,1113,Paid,2024-06-04,CCTV Camera,No,On-ground Police,Rainy
CHL2024_000216,2024-11-28,10:37,Delhi,Vasant Kunj,Truck,Over Speeding,1677,Paid,2024-12-08,Speed Camera,No,On-ground Police,Clear
CHL2024_000217,2024-08-11,18:35,Indore,LIG,Bike,Signal Jumping,1186,Unpaid,,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_000218,2024-05-02,21:35,Indore,Vijay Nagar,Bike,Signal Jumping,1618,Paid,2024-05-05,Traffic Police Handheld,Yes,On-ground Police,Foggy
CHL2024_000219,2024-09-10,10:26,Surat,Varachha,Car,Wrong Parking,597,Paid,2024-09-16,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_000220,2024-11-30,18:28,Ahmedabad,Maninagar,Auto,Signal Jumping,1541,Paid,2024-12-05,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_000221,2024-08-02,13:39,Ahmedabad,Vastrapur,Car,Wrong Parking,1368,Paid,2024-08-11,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_000222,2024-06-25,10:28,Ahmedabad,Satellite,Bike,Wrong Parking,669,Paid,2024-07-09,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_000223,2024-02-29,09:57,Pune,Hadapsar,Bike,No Seatbelt,694,Paid,2024-03-01,CCTV Camera,No,Automated Camera,Clear
CHL2024_000224,2024-06-12,19:21,Bengaluru,JP Nagar,Truck,Driving on Wrong Side,1277,Unpaid,,CCTV Camera,No,On-ground Police,Foggy
CHL2024_000225,2024-03-27,19:42,Delhi,Dwarka,Truck,No Seatbelt,897,Paid,2024-04-06,Speed Camera,No,On-ground Police,Rainy
CHL2024_000226,2024-05-13,19:27,Chennai,Porur,Bike,Signal Jumping,1370,Paid,2024-05-20,CCTV Camera,No,On-ground Police,Foggy
CHL2024_000227,2024-04-27,18:31,Chennai,Porur,Bike,Signal Jumping,1514,Unpaid,,Traffic Police Handheld,Yes,Automated Camera,Foggy
CHL2024_000228,2024-08-03,19:53,Surat,Nanpura,Bus,Over Speeding,1875,Paid,2024-08-16,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_000229,2024-10-31,09:08,Pune,Shivajinagar,Auto,Driving on Wrong Side,1292,Paid,2024-11-15,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_000230,2024-09-19,19:11,Hyderabad,Uppal,Car,Signal Jumping,1576,Paid,2024-10-02,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_000231,2024-07-23,05:00,Chennai,Mylapore,Auto,Wrong Parking,1307,Unpaid,,Speed Camera,No,On-ground Police,Foggy
CHL2024_000232,2024-05-14,23:53,Chennai,Mylapore,Car,No Helmet,898,Paid,2024-05-20,CCTV Camera,No,On-ground Police,Rainy
CHL2024_000233,2024-08-15,04:27,Surat,Nanpura,Car,No Seatbelt,998,Paid,2024-08-25,Traffic Police Handheld,Yes,Automated Camera,Foggy
CHL2024_000234,2024-08-15,09:10,Chennai,Velachery,Car,Driving on Wrong Side,1363,Paid,2024-08-17,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_000235,2024-03-14,10:22,Ahmedabad,Maninagar,Bike,No Helmet,751,Paid,2024-03-22,Speed Camera,No,Automated Camera,Rainy
CHL2024_000236,2024-11-13,08:57,Surat,Katargam,Car,Driving on Wrong Side,1397,Unpaid,,CCTV Camera,No,Automated Camera,Foggy
CHL2024_000237,2024-06-29,21:36,Bengaluru,Marathahalli,Bike,Driving on Wrong Side,1519,Paid,2024-07-03,Speed Camera,No,Automated Camera,Foggy
CHL2024_000238,2024-09-07,05:27,Chennai,Adyar,Bike,No Seatbelt,946,Paid,2024-09-07,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_000239,2024-09-03,20:52,Pune,Katraj,Truck,Wrong Parking,793,Paid,2024-09-05,CCTV Camera,No,On-ground Police,Clear
CHL2024_000240,2024-01-13,11:21,Surat,Athwa,Bike,No Helmet,836,Paid,2024-01-26,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_000241,2024-12-23,08:27,Delhi,Dwarka,Bike,Wrong Parking,1325,Paid,2024-12-29,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_000242,2024-10-09,09:22,Indore,Rau,Auto,Driving on Wrong Side,1092,Paid,2024-10-13,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_000243,2024-10-30,20:14,Surat,Athwa,Auto,Driving on Wrong Side,1771,Paid,2024-10-31,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_000244,2024-08-26,08:45,Pune,Aundh,Car,No Helmet,522,Paid,2024-09-04,Speed Camera,No,On-ground Police,Clear
CHL2024_000245,2024-07-07,08:16,Ahmedabad,Maninagar,Bike,No Helmet,692,Paid,2024-07-14,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_000246,2024-11-04,10:30,Mumbai,Bandra,Bike,No Seatbelt,979,Unpaid,,CCTV Camera,No,Automated Camera,Rainy
CHL2024_000247,2024-12-08,00:13,Chennai,Tambaram,Bike,No Helmet,646,Paid,2024-12-23,CCTV Camera,No,On-ground Police,Clear
CHL2024_000248,2024-04-25,18:39,Ahmedabad,Vastrapur,Car,No Helmet,542,Unpaid,,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_000249,2024-07-03,16:07,Chennai,T Nagar,Auto,Over Speeding,2029,Paid,2024-07-12,CCTV Camera,No,Automated Camera,Foggy
CHL2024_000250,2024-07-25,08:14,Mumbai,Andheri,Bike,Signal Jumping,1964,Unpaid,,CCTV Camera,No,On-ground Police,Clear
CHL2024_000251,2024-01-10,21:13,Bengaluru,Whitefield,Bike,Wrong Parking,733,Paid,2024-01-22,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_000252,2024-07-16,10:06,Chennai,Porur,Car,No Helmet,659,Unpaid,,Speed Camera,No,Automated Camera,Rainy
CHL2024_000253,2024-06-28,08:52,Nagpur,Mankapur,Auto,Driving on Wrong Side,1467,Paid,2024-06-29,Speed Camera,Yes,On-ground Police,Clear
CHL2024_000254,2024-09-16,18:11,Chennai,Mylapore,Auto,Driving on Wrong Side,1667,Paid,2024-09-23,CCTV Camera,No,Automated Camera,Clear
CHL2024_000255,2024-12-17,08:00,Ahmedabad,Bopal,Truck,Wrong Parking,1202,Paid,2024-12-30,Speed Camera,No,Automated Camera,Rainy
CHL2024_000256,2024-12-23,11:46,Bengaluru,Hebbal,Bike,No Seatbelt,885,Unpaid,,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_000257,2024-11-07,02:25,Pune,Wakad,Car,Wrong Parking,805,Paid,2024-11-07,Speed Camera,No,On-ground Police,Clear
CHL2024_000258,2024-01-08,21:10,Surat,Piplod,Auto,Over Speeding,2482,Paid,2024-01-12,Speed Camera,No,On-ground Police,Rainy
CHL2024_000259,2024-04-26,21:37,Pune,Kothrud,Car,Wrong Parking,794,Unpaid,,Speed Camera,No,Automated Camera,Clear
CHL2024_000260,2024-10-02,21:27,Hyderabad,Begumpet,Car,Driving on Wrong Side,1209,Paid,2024-10-14,CCTV Camera,Yes,Automated Camera,Clear
CHL2024_000261,2024-10-29,10:18,Hyderabad,Madhapur,Bike,Signal Jumping,1379,Paid,2024-11-13,Traffic Police Handheld,Yes,On-ground Police,Clear
CHL2024_000262,2024-01-26,08:25,Nagpur,Mankapur,Bike,Wrong Parking,980,Unpaid,,Speed Camera,No,Automated Camera,Clear
CHL2024_000263,2024-12-20,08:59,Bengaluru,Electronic City,Car,Signal Jumping,1751,Paid,2025-01-03,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_000264,2024-06-28,20:02,Surat,Katargam,Bike,Signal Jumping,1289,Paid,2024-07-13,Speed Camera,Yes,On-ground Police,Rainy
CHL2024_000265,2024-02-29,08:11,Hyderabad,Gachibowli,Car,Driving on Wrong Side,1361,Paid,2024-03-11,CCTV Camera,No,On-ground Police,Rainy
CHL2024_000266,2024-10-23,09:02,Mumbai,Dadar,Bike,No Helmet,962,Unpaid,,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_000267,2024-03-23,16:38,Nagpur,Wardha Road,Car,No Seatbelt,622,Paid,2024-04-02,Speed Camera,No,On-ground Police,Rainy
CHL2024_000268,2024-06-25,10:36,Pune,Hadapsar,Car,Signal Jumping,2000,Paid,2024-07-10,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_000269,2024-05-01,11:52,Chennai,Porur,Car,Wrong Parking,1344,Paid,2024-05-01,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_000270,2024-05-05,19:10,Mumbai,Powai,Bike,Signal Jumping,1527,Paid,2024-05-20,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_000271,2024-12-14,18:13,Surat,Katargam,Car,Driving on Wrong Side,1293,Paid,2024-12-29,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_000272,2024-12-25,10:36,Ahmedabad,Satellite,Bike,Driving on Wrong Side,1168,Unpaid,,CCTV Camera,No,On-ground Police,Clear
CHL2024_000273,2024-07-08,09:17,Pune,Shivajinagar,Bike,No Helmet,785,Paid,2024-07-09,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_000274,2024-03-24,21:51,Nagpur,Sitabuldi,Car,Driving on Wrong Side,1166,Paid,2024-03-30,Speed Camera,No,Automated Camera,Clear
CHL2024_000275,2024-02-26,21:43,Hyderabad,Gachibowli,Car,Over Speeding,1856,Paid,2024-03-01,Traffic Police Handheld,Yes,On-ground Police,Rainy
CHL2024_000276,2024-08-13,21:51,Mumbai,Goregaon,Car,Driving on Wrong Side,1112,Unpaid,,CCTV Camera,Yes,On-ground Police,Clear
CHL2024_000277,2024-06-29,09:36,Ahmedabad,Vastrapur,Car,No Helmet,964,Paid,2024-07-10,CCTV Camera,No,On-ground Police,Rainy
CHL2024_000278,2024-07-10,21:38,Nagpur,Wardha Road,Bike,Over Speeding,2082,Paid,2024-07-15,Speed Camera,No,Automated Camera,Foggy
CHL2024_000279,2024-07-16,12:27,Chennai,Anna Nagar,Car,Over Speeding,1944,Paid,2024-07-30,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_000280,2024-08-28,19:52,Chennai,Guindy,Car,Signal Jumping,1346,Paid,2024-09-01,Speed Camera,No,On-ground Police,Clear
CHL2024_000281,2024-12-07,08:09,Chennai,Mylapore,Car,Signal Jumping,1034,Paid,2024-12-18,Speed Camera,No,Automated Camera,Rainy
CHL2024_000282,2024-03-08,10:46,Delhi,Janakpuri,Car,Wrong Parking,569,Paid,2024-03-23,Speed Camera,No,On-ground Police,Clear
CHL2024_000283,2024-10-29,18:15,Ahmedabad,Vastrapur,Car,Signal Jumping,1342,Paid,2024-11-02,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_000284,2024-07-31,02:29,Delhi,Karol Bagh,Bike,Over Speeding,1730,Paid,2024-08-03,Speed Camera,No,Automated Camera,Rainy
CHL2024_000285,2024-12-26,18:38,Delhi,Janakpuri,Auto,No Helmet,588,Paid,2024-12-27,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_000286,2024-12-20,09:09,Pune,Baner,Auto,Signal Jumping,1224,Paid,2024-12-26,Speed Camera,No,On-ground Police,Clear
CHL2024_000287,2024-04-15,10:17,Pune,Shivajinagar,Truck,No Seatbelt,712,Paid,2024-04-30,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_000288,2024-05-12,10:07,Mumbai,Bandra,Bike,Over Speeding,1747,Paid,2024-05-24,CCTV Camera,No,Automated Camera,Rainy
CHL2024_000289,2024-05-31,03:37,Nagpur,Dharampeth,Bike,Wrong Parking,701,Paid,2024-06-07,CCTV Camera,No,On-ground Police,Rainy
CHL2024_000290,2024-11-25,19:08,Surat,Athwa,Auto,Over Speeding,2098,Unpaid,,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_000291,2024-06-30,20:23,Delhi,Dwarka,Bike,Over Speeding,2403,Paid,2024-07-15,CCTV Camera,No,On-ground Police,Clear
CHL2024_000292,2024-12-17,10:05,Ahmedabad,Gota,Car,Wrong Parking,1469,Paid,2024-12-23,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_000293,2024-03-09,09:31,Nagpur,Manish Nagar,Car,Over Speeding,2256,Paid,2024-03-12,CCTV Camera,No,On-ground Police,Clear
CHL2024_000294,2024-01-11,04:12,Delhi,Lajpat Nagar,Bike,Driving on Wrong Side,1873,Unpaid,,CCTV Camera,No,On-ground Police,Foggy
CHL2024_000295,2024-12-10,09:53,Indore,Rajwada,Car,Over Speeding,2272,Unpaid,,Speed Camera,No,Automated Camera,Clear
CHL2024_000296,2024-05-20,10:23,Delhi,Vasant Kunj,Bike,Driving on Wrong Side,1747,Paid,2024-05-23,Speed Camera,No,On-ground Police,Foggy
CHL2024_000297,2024-05-17,10:28,Indore,Sudama Nagar,Car,Wrong Parking,958,Paid,2024-05-30,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_000298,2024-09-24,21:52,Pune,Hadapsar,Bike,Driving on Wrong Side,1068,Paid,2024-10-04,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_000299,2024-02-07,09:26,Ahmedabad,Vastrapur,Auto,Over Speeding,1619,Unpaid,,Speed Camera,No,Automated Camera,Foggy
CHL2024_000300,2024-10-24,15:48,Bengaluru,Whitefield,Car,Driving on Wrong Side,1985,Unpaid,,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_000301,2024-09-11,20:09,Mumbai,Dadar,Truck,Signal Jumping,1500,Paid,2024-09-26,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_000302,2024-10-23,23:42,Chennai,Mylapore,Auto,No Seatbelt,593,Paid,2024-10-24,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_000303,2024-07-05,21:12,Chennai,Tambaram,Truck,Signal Jumping,1036,Paid,2024-07-16,CCTV Camera,No,Automated Camera,Foggy
CHL2024_000304,2024-04-09,15:41,Indore,Palasia,Truck,Driving on Wrong Side,1204,Paid,2024-04-10,CCTV Camera,No,On-ground Police,Clear
CHL2024_000305,2024-12-03,20:20,Pune,Wakad,Bike,Driving on Wrong Side,1698,Paid,2024-12-07,Speed Camera,No,On-ground Police,Foggy
CHL2024_000306,2024-03-22,09:00,Chennai,Adyar,Bike,No Helmet,644,Paid,2024-03-24,CCTV Camera,No,On-ground Police,Rainy
CHL2024_000307,2024-06-09,18:18,Surat,Udhna,Bike,No Seatbelt,872,Unpaid,,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_000308,2024-03-12,19:44,Pune,Hadapsar,Bike,No Seatbelt,667,Paid,2024-03-22,CCTV Camera,No,Automated Camera,Clear
CHL2024_000309,2024-10-25,06:15,Mumbai,Bandra,Car,Over Speeding,2097,Paid,2024-11-05,Speed Camera,No,On-ground Police,Foggy
CHL2024_000310,2024-10-17,18:29,Delhi,Janakpuri,Truck,Wrong Parking,951,Unpaid,,CCTV Camera,No,On-ground Police,Foggy
CHL2024_000311,2024-10-31,19:04,Chennai,Porur,Bike,Over Speeding,2265,Unpaid,,Speed Camera,No,Automated Camera,Foggy
CHL2024_000312,2024-12-27,08:23,Nagpur,Mankapur,Bike,No Helmet,800,Paid,2025-01-02,CCTV Camera,No,Automated Camera,Rainy
CHL2024_000313,2024-04-29,12:46,Delhi,Lajpat Nagar,Car,Signal Jumping,1822,Unpaid,,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_000314,2024-03-02,10:55,Nagpur,Sadar,Car,No Helmet,945,Paid,2024-03-16,CCTV Camera,No,On-ground Police,Rainy
CHL2024_000315,2024-10-11,21:48,Mumbai,Dadar,Bike,No Helmet,522,Paid,2024-10-21,CCTV Camera,Yes,Automated Camera,Clear
CHL2024_000316,2024-07-04,12:45,Mumbai,Powai,Car,No Seatbelt,657,Unpaid,,CCTV Camera,No,On-ground Police,Rainy
CHL2024_000317,2024-03-20,19:18,Hyderabad,Begumpet,Car,Signal Jumping,1767,Paid,2024-04-04,Speed Camera,No,Automated Camera,Clear
CHL2024_000318,2024-03-19,08:00,Mumbai,Goregaon,Bike,Driving on Wrong Side,1195,Paid,2024-04-03,CCTV Camera,No,On-ground Police,Foggy
CHL2024_000319,2024-07-16,15:57,Nagpur,Sitabuldi,Car,Over Speeding,2501,Paid,2024-07-27,Traffic Police Handheld,Yes,On-ground Police,Rainy
CHL2024_000320,2024-05-11,19:34,Indore,Rau,Bike,No Seatbelt,942,Paid,2024-05-14,Speed Camera,No,Automated Camera,Clear
CHL2024_000321,2024-08-08,10:00,Pune,Baner,Car,Wrong Parking,1098,Paid,2024-08-11,Traffic Police Handheld,Yes,Automated Camera,Foggy
CHL2024_000322,2024-06-06,00:57,Bengaluru,Electronic City,Bike,Driving on Wrong Side,1584,Paid,2024-06-20,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_000323,2024-12-18,19:59,Ahmedabad,Vastrapur,Bike,Wrong Parking,722,Unpaid,,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_000324,2024-06-26,09:24,Delhi,Lajpat Nagar,Bike,No Seatbelt,694,Paid,2024-06-27,CCTV Camera,No,Automated Camera,Foggy
CHL2024_000325,2024-01-07,21:09,Delhi,Vasant Kunj,Car,Driving on Wrong Side,1546,Paid,2024-01-08,Speed Camera,No,On-ground Police,Clear
CHL2024_000326,2024-06-19,07:16,Delhi,Saket,Bike,Driving on Wrong Side,1950,Unpaid,,Speed Camera,Yes,On-ground Police,Foggy
CHL2024_000327,2024-07-17,00:03,Surat,Varachha,Bike,No Helmet,639,Paid,2024-07-27,Speed Camera,No,On-ground Police,Foggy
CHL2024_000328,2024-04-02,06:32,Pune,Katraj,Auto,Over Speeding,2884,Paid,2024-04-06,Speed Camera,No,On-ground Police,Foggy
CHL2024_000329,2024-08-02,08:01,Chennai,T Nagar,Bike,No Helmet,521,Paid,2024-08-14,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_000330,2024-09-09,06:15,Chennai,Porur,Auto,Signal Jumping,1478,Paid,2024-09-21,Speed Camera,Yes,Automated Camera,Clear
CHL2024_000331,2024-12-16,18:37,Surat,Udhna,Auto,No Helmet,770,Paid,2024-12-25,CCTV Camera,No,Automated Camera,Rainy
CHL2024_000332,2024-11-07,12:25,Hyderabad,LB Nagar,Auto,No Helmet,873,Paid,2024-11-09,Speed Camera,No,On-ground Police,Rainy
CHL2024_000333,2024-03-10,00:43,Chennai,Anna Nagar,Car,Signal Jumping,1301,Paid,2024-03-22,CCTV Camera,No,Automated Camera,Clear
CHL2024_000334,2024-12-14,02:00,Surat,Piplod,Car,No Helmet,712,Paid,2024-12-29,Traffic Police Handheld,Yes,On-ground Police,Foggy
CHL2024_000335,2024-12-22,14:28,Pune,Baner,Bike,Wrong Parking,506,Paid,2025-01-05,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_000336,2024-03-09,05:11,Indore,Palasia,Car,No Helmet,925,Paid,2024-03-23,CCTV Camera,No,Automated Camera,Foggy
CHL2024_000337,2024-09-01,18:10,Hyderabad,Gachibowli,Bike,Driving on Wrong Side,1942,Paid,2024-09-09,Traffic Police Handheld,Yes,Automated Camera,Foggy
CHL2024_000338,2024-03-13,19:31,Delhi,Rohini,Bike,Wrong Parking,929,Paid,2024-03-13,Speed Camera,No,Automated Camera,Rainy
CHL2024_000339,2024-10-02,08:59,Hyderabad,LB Nagar,Truck,Driving on Wrong Side,1623,Unpaid,,CCTV Camera,No,On-ground Police,Clear
CHL2024_000340,2024-04-11,08:08,Chennai,Anna Nagar,Bike,No Seatbelt,537,Unpaid,,Speed Camera,No,Automated Camera,Foggy
CHL2024_000341,2024-09-19,09:21,Pune,Baner,Bike,Driving on Wrong Side,1604,Unpaid,,CCTV Camera,Yes,Automated Camera,Clear
CHL2024_000342,2024-03-22,19:31,Indore,Rau,Bus,Driving on Wrong Side,1636,Paid,2024-04-05,CCTV Camera,No,Automated Camera,Foggy
CHL2024_000343,2024-12-19,18:39,Pune,Wakad,Bike,No Seatbelt,983,Paid,2024-12-22,CCTV Camera,No,Automated Camera,Foggy
CHL2024_000344,2024-10-25,08:32,Chennai,Adyar,Car,Over Speeding,2416,Unpaid,,Speed Camera,Yes,Automated Camera,Clear
CHL2024_000345,2024-08-22,18:50,Hyderabad,Begumpet,Car,No Helmet,523,Paid,2024-08-26,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_000346,2024-12-31,20:16,Hyderabad,Hitech City,Bike,No Seatbelt,925,Paid,2025-01-09,CCTV Camera,Yes,On-ground Police,Clear
CHL2024_000347,2024-11-19,04:32,Mumbai,Dadar,Auto,Signal Jumping,1678,Paid,2024-11-19,CCTV Camera,No,Automated Camera,Rainy
CHL2024_000348,2024-01-13,10:26,Mumbai,Bandra,Bus,No Seatbelt,931,Paid,2024-01-16,Speed Camera,No,On-ground Police,Foggy
